OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,SHAPE_Length,SHAPE_Area
42059,2018,CA,CDF,FKU,ANCHOR,9250,2018/06/27 00:00:00+00,2018/06/29 00:00:00+00,7,,76,78.955017,1,1,,3434.587079,-497952.4037
42060,2018,CA,CDF,FKU,AQUEDUCT,5111,2018/04/12 00:00:00+00,2018/04/12 00:00:00+00,2,,49,49.161602,1,1,,2461.631191,-303535.8478
42061,2018,CA,CDF,FKU,COBBLE,7366,2018/05/26 00:00:00+00,2018/05/27 00:00:00+00,2,,106,108.43463,1,1,,5476.16804,-684996.4489
42062,2018,CA,CDF,FKU,COLDWELL,7849,2018/06/02 00:00:00+00,2018/06/02 00:00:00+00,7,,12.3,12.296488,1,1,,1854.269039,-76386.65818
42063,2018,CA,CDF,FKU,ELEPHANT,8350,2018/06/11 00:00:00+00,2018/06/11 00:00:00+00,2,,11.8,11.749286,1,1,,1483.804986,-72918.3475
42064,2018,CA,CDF,FKU,FRAME,7930,2018/06/04 00:00:00+00,2018/06/04 00:00:00+00,7,,4,3.9864566,1,1,,640.204304,-24772.50835
42065,2018,CA,CDF,FKU,FRAZIER,7893,2018/06/03 00:00:00+00,2018/06/03 00:00:00+00,2,,10,9.8332472,1,1,,1410.576644,-62619.6211
42066,2018,CA,CDF,FKU,LAKE,7651,2018/05/30 00:00:00+00,2018/06/01 00:00:00+00,2,,4,4.0222025,1,1,,773.3161436,-25478.17606
42067,2018,CA,CDF,FKU,SHEPHERD,7642,2018/05/30 00:00:00+00,2018/05/30 00:00:00+00,2,,10.2,10.216736,1,1,,1704.846455,-64752.5882
42068,2018,CA,CDF,FKU,SYCAMORE,8786,2018/06/18 00:00:00+00,2018/06/19 00:00:00+00,14,,10.5,10.564122,1,1,,1161.193477,-67108.87798
42069,2018,CA,CDF,FKU,UTICA,8415,2018/06/12 00:00:00+00,2018/06/12 00:00:00+00,2,,24,24.16482,1,1,,1997.896927,-149161.3751
42070,2018,CA,CDF,FKU,RUTH,15649,2018/10/24 00:00:00+00,2018/10/24 00:00:00+00,2,,14,14.024078,1,1,,1363.795145,-88515.89778
42071,2018,CA,CDF,FKU,SHELL,9637,2018/07/04 00:00:00+00,2018/07/04 00:00:00+00,2,,10,8.8384857,1,1,,1146.784309,-55088.14105
42072,2018,CA,CDF,FKU,EDISON,16205,2018/11/04 00:00:00+00,2018/11/07 00:00:00+00,18,,42,41.261917,1,1,,2156.810776,-263393.5942
42073,2018,CA,CDF,LMU,3-10 VALLEY,3638,2018/07/15 00:00:00+00,2018/07/18 00:00:00+00,1,,56.15,57.037647,1,1,,3140.73983,-404834.8862
42074,2018,CA,CDF,LMU,3-13 MUCK,3644,2018/07/15 00:00:00+00,2018/07/20 00:00:00+00,1,,10.8,9.686017,1,1,,1349.115558,-68897.57792
42075,2018,CA,CDF,LMU,3-16 PIT,3651,2018/07/15 00:00:00+00,2018/07/21 00:00:00+00,1,,89.8,76.455231,1,1,,3225.826242,-543015.5918
42076,2018,CA,CDF,LMU,3-18 SNAG,3654,2018/07/15 00:00:00+00,2018/07/22 00:00:00+00,1,,31,30.369659,1,1,,2640.10723,-216331.9198
42077,2018,CA,CDF,LMU,COPPER,5077,2018/09/22 00:00:00+00,2018/09/28 00:00:00+00,7,,54,52.657078,1,1,,5004.838302,-367390.2256
42078,2018,CA,CDF,LMU,HYATT,3203,2018/06/27 00:00:00+00,2018/06/29 00:00:00+00,8,,383,431.53662,1,1,,11098.88207,-3007844.733
42079,2018,CA,CDF,LMU,RICE,4692,2018/09/04 00:00:00+00,2018/09/08 00:00:00+00,14,,13.52,13.501486,1,1,,1297.996771,-94289.52013
42080,2018,CA,CDF,LMU,TERMO,3426,2018/07/07 00:00:00+00,2018/07/07 00:00:00+00,10,,13.9,13.886617,1,1,,1660.804589,-98243.25729
42081,2018,CA,CDF,LMU,COYOTE,3593,2018/07/14 00:00:00+00,2018/07/19 00:00:00+00,1,,14,15.6174,1,1,,1758.23003,-109251.772
42082,2018,CA,CDF,MMU,PLANADA,12081,2018/06/15 00:00:00+00,2018/06/15 00:00:00+00,2,,4563,4564.0947,1,1,,43900.32346,-29328572.35
42083,2018,CA,CDF,MMU,OAK,19816,2018/09/22 00:00:00+00,2018/09/29 00:00:00+00,8,,360,359.31244,1,1,,12105.54338,-2308491.511
42084,2018,CA,CDF,MMU,NEES,8764,2018/05/02 00:00:00+00,2018/05/02 00:00:00+00,2,,1756,1739.069,1,1,,21616.18591,-11010119.14
42085,2018,CA,CDF,MMU,ONEALS,11264,2018/06/04 00:00:00+00,2018/06/07 00:00:00+00,2,,300,432.85815,1,1,,6690.0598,-2758967.751
42086,2018,CA,CDF,MMU,BOYER,12096,2018/06/15 00:00:00+00,2018/06/16 00:00:00+00,2,,56,52.851002,1,1,,4580.373513,-340216.448
42087,2018,CA,CDF,MMU,WHEELER,12311,2018/06/18 00:00:00+00,2018/06/20 00:00:00+00,14,,115,124.79753,1,1,,4410.727022,-807963.5117
42088,2018,CA,CDF,MMU,WAGNER,16004,2018/08/04 00:00:00+00,2018/08/07 00:00:00+00,11,,22,22.008579,1,1,,1794.97587,-142559.0365
42089,2018,CA,LRA,NEU,NELSON,15344,2018/06/29 00:00:00+00,2018/07/03 00:00:00+00,14,,29,30.207445,1,1,,2443.246659,-201932.9255
42090,2018,CA,LRA,NEU,NICOLAUS,15512,2018/07/01 00:00:00+00,2018/07/02 00:00:00+00,2,,5,4.8575959,1,1,,723.7429194,-32500.02027
42091,2018,CA,CDF,NEU,SPENCE,15549,2018/07/01 00:00:00+00,2018/07/06 00:00:00+00,9,,,22.571548,1,1,,1650.86581,-152028.6869
42092,2018,CA,LRA,NEU,BASELINE,15781,2018/07/03 00:00:00+00,2018/07/04 00:00:00+00,14,,20,19.921436,1,1,,2555.292617,-132679.2332
42093,2018,CA,LRA,NEU,RANCHO,15334,2018/06/29 00:00:00+00,2018/06/30 00:00:00+00,14,,30,22.124727,1,1,,2364.394802,-148781.0348
42094,2018,CA,CDF,NEU,THOUSAND,17107,2018/07/18 00:00:00+00,2018/07/18 00:00:00+00,11,,,12.745567,1,1,,1476.531529,-85517.98934
42095,2018,CA,LRA,NEU,SUNSET,18479,2018/08/01 00:00:00+00,2018/08/03 00:00:00+00,14,,,692.54144,1,1,,11133.88414,-4625605.746
42096,2018,CA,LRA,NEU,SANKEY,13359,2018/06/06 00:00:00+00,2018/06/06 00:00:00+00,11,,,77.712608,1,1,,6451.84168,-518298.3621
42097,2018,CA,LRA,NEU,NEWTON,18968,2018/08/06 00:00:00+00,2018/08/08 00:00:00+00,14,,43,62.265957,1,1,,3013.091801,-414874.5209
42098,2018,CA,LRA,NEU,BUTTE,18412,2018/07/31 00:00:00+00,2018/08/02 00:00:00+00,14,,1342,1237.5697,1,1,,15915.51469,-8349873.183
42099,2018,CA,LRA,NEU,BUTTE_2,26455,2018/11/13 00:00:00+00,2018/11/13 00:00:00+00,14,,40.3,40.303265,1,1,,2557.597331,-271876.9372
42100,2018,CA,LRA,NEU,THORNTREE,23429,2018/09/25 00:00:00+00,2018/09/25 00:00:00+00,14,,25,25.009151,1,1,,2888.656861,-168564.0706
42101,2018,CA,CDF,NEU,OAK,19534,2018/08/12 00:00:00+00,2018/08/12 00:00:00+00,14,,10,8.5818262,1,1,,1089.059366,-57755.38406
42102,2018,CA,CDF,NEU,RIDGE,15440,2018/06/30 00:00:00+00,2018/07/02 00:00:00+00,2,,2.47,4.9501629,1,1,,860.0189465,-33093.13656
42103,2018,CA,CDF,SCU,TESLA,4605,2018/06/29 00:00:00+00,2018/06/30 00:00:00+00,14,,100,70.020401,2,1,,3025.456844,-452773.3557
42104,2018,CA,CDF,SCU,COUNTRY,5218,2018/07/22 00:00:00+00,2018/10/25 00:00:00+00,14,,50,321.40454,2,1,,8902.507476,-2068501.303
42105,2018,CA,CDF,SCU,GRANT,4856,2018/07/09 00:00:00+00,2018/07/09 00:00:00+00,9,,100,632.32812,1,1,,14280.77509,-4098350.398
42106,2018,CA,CDF,SCU,MARSH,5274,2018/07/26 00:00:00+00,2018/08/04 00:00:00+00,14,,50,247.05008,1,1,,6955.595625,-1607807.677
42107,2018,CA,CDF,SHU,SILVER,10300,2018/09/28 00:00:00+00,2018/09/28 00:00:00+00,14,,70,60.245937,1,1,,3336.116426,-423486.3759
42108,2018,CA,CDF,SHU,HAT ,8470,2018/08/09 00:00:00+00,2018/08/12 00:00:00+00,9,,1900,1769.3354,1,1,,26619.42536,-12582511.45
42109,2018,CA,CDF,SHU,FLAT,6744,2018/06/28 00:00:00+00,2018/06/30 00:00:00+00,14,,138,129.75497,1,1,,5546.404376,-911141.9982
42110,2018,CA,CDF,SHU,BASCOM,6525,2018/06/23 00:00:00+00,2018/06/23 00:00:00+00,2,,328,336.72693,2,1,,8754.321559,-2360145.386
42111,2018,CA,CDF,SHU,GORGE ,8796,2018/08/19 00:00:00+00,2019/08/19 00:00:00+00,14,,155,154.56242,2,1,,4874.892924,-1078021.833
42112,2018,CA,CDF,SHU,CRESTLINE ,7854,2018/07/24 00:00:00+00,2018/07/24 00:00:00+00,14,,52,60.486301,1,1,,2508.333178,-427920.5222
42113,2018,CA,CDF,SHU,CARR ,7808,2018/07/23 00:00:00+00,2018/09/01 00:00:00+00,10, ,229651,229651.41,1,1,,515058.5177,-1618694608
42114,2018,CA,CDF,SHU,CREEK,6565,2018/06/24 00:00:00+00,2018/06/26 00:00:00+00,7,,72,71.654747,1,1,,3719.102483,-502088.6464
42115,2018,CA,CDF,SHU,HONEYBEE,6584,2018/06/24 00:00:00+00,2018/06/24 00:00:00+00,7,,8,7.6352057,1,1,,1091.665439,-53506.92415
42116,2018,CA,CDF,SHU,DUMP,6586,2018/06/24 00:00:00+00,2018/06/27 00:00:00+00,7,,1212,1220.0891,1,1,,16247.26785,-8544856.319
42117,2018,CA,CDF,SHU,PANTHER ,6589,2018/06/24 00:00:00+00,2018/06/27 00:00:00+00,7,,386,386.11221,1,1,,10610.6177,-2701380.256
42118,2018,CA,CDF,SHU,CORNER ,8087,2018/07/28 00:00:00+00,2018/07/28 00:00:00+00,14,,35,94.282867,1,1,,3927.787477,-669665.5546
42119,2018,CA,CDF,TGU,SUN,9672,2018/10/08 00:00:00+00,2018/10/08 00:00:00+00,10,,3889,3866.8877,1,1,,32881.68238,-26876416.01
42120,2018,CA,CDF,TGU,ADAMS,10636,2018/11/05 00:00:00+00,2018/11/05 00:00:00+00,11,ELECTRICAL,55,55.531456,1,1,,3442.602012,-387169.8701
42121,2018,CA,CDF,TGU,APPLE,5555,2018/06/09 00:00:00+00,2018/06/09 00:00:00+00,2,"WELDING, Citation 3 structures burned",2956,2725.7263,7,1,,32005.65068,-18778663.25
42122,2018,CA,CDF,TGU,DALE,6649,2018/07/09 00:00:00+00,2018/07/09 00:00:00+00,14,,856,722.35754,1,1,,11164.1273,-5034202.855
42123,2018,CA,CDF,TGU,STOLL,6039,2018/06/24 00:00:00+00,2018/06/24 00:00:00+00,14,Under Investigation 14 strutures burned,267,258.68719,1,1,,8540.423456,-1795251.995
42124,2018,CA,CDF,TGU,CHROME,5136,2018/05/28 00:00:00+00,2018/05/28 00:00:00+00,9,Shooting,77,76.983398,7,1,,4251.024121,-525919.4415
42125,2018,CA,CDF,TGU,CHROME2,5560,2018/06/09 00:00:00+00,2018/06/09 00:00:00+00,9,,2259,2259.0952,7,1,,20270.68861,-15427988.44
42126,2018,CA,CDF,TGU,LARIAT,6827,2018/07/14 00:00:00+00,2018/07/14 00:00:00+00,14,Under Investigation,50,29.667774,1,1,,2129.59363,-204883.1422
42127,2018,CA,CDF,TGU,JELLY,4765,2018/05/18 00:00:00+00,2018/05/18 00:00:00+00,2,,103,107.0562,1,1,,4703.768125,-745936.6623
42128,2018,CA,CDF,TUU,RIVER_7,389,2018/08/15 00:00:00+00,2018/08/18 00:00:00+00,14,,496,496.19452,1,1,,9785.7776,-3058383.721
42129,2018,CA,CDF,HUU,JOHNSON,6030,2018/07/15 00:00:00+00,2018/07/16 00:00:00+00,7,Date fields not converting correctly. 15/07/2018,15,15.267551,1,1,,2241.345976,-109649.7762
42130,2018,CA,CDF,HUU,MATTOLE,9403,2018/02/11 00:00:00+00,2018/02/11 00:00:00+00,14,Date fields not converting correctly. 02/11/2018,13,13.001929,1,1,,2727.915159,-90451.99031
42131,2018,CA,CDF,HUU,SCHOOL,7110,2018/08/20 00:00:00+00,2018/08/20 00:00:00+00,9,,8,7.95544,1,1,,1423.756895,-55323.89413
42132,2018,CA,CDF,MVU,BORDER 3,2137,2018/02/08 00:00:00+00,2018/02/08 00:00:00+00,14,,12,12.298944,1,1,,2364.56007,-70259.99308
42133,2018,CA,CDF,MVU,CINNAMON,10803,2018/07/20 00:00:00+00,2018/07/20 00:00:00+00,2,"1-Single Residence, 2-Outbuildings",13,11.995204,1,1,,2287.243579,-69274.57951
42134,2018,CA,CDF,MVU,CASNER 2,11787,2018/08/06 00:00:00+00,2018/08/06 00:00:00+00,2,,10,13.915245,1,1,,1305.410729,-80389.09505
42135,2018,CA,CDF,MVU,VISTA,8333,2018/06/05 00:00:00+00,2018/06/06 00:00:00+00,14,,12,12.103953,1,1,,1577.450391,-70484.25482
42136,2018,CA,CDF,MVU,ROCK 5,11272,2018/07/28 00:00:00+00,2018/08/02 00:00:00+00,14,,225,206.25681,1,1,,8105.120958,-1201319.163
42137,2018,CA,CDF,MVU,RECYCLE,8372,2018/06/06 00:00:00+00,2018/06/10 00:00:00+00,4,,250,248.38068,1,1,,7500.284151,-1421980.067
42138,2018,CA,CDF,MVU,BORDER 8,10658,2018/07/17 00:00:00+00,2018/07/17 00:00:00+00,7,,100,28.343456,1,1,,1971.284179,-161916.6523
42139,2018,CA,CDF,MVU,AGUA,7622,2018/05/22 00:00:00+00,2018/05/24 00:00:00+00,14,,59,59.082077,1,1,,4014.796288,-343675.8606
42140,2018,CA,CDF,MVU,CHURCH 2,8665,2018/06/11 00:00:00+00,2018/06/12 00:00:00+00,10,,10,11.045366,1,1,,1826.772779,-63280.79206
42141,2018,CA,CDF,MVU,BUILDING,10002,2018/07/06 00:00:00+00,2018/07/07 00:00:00+00,9,Electrical/ 1-Structure,10,10.419848,1,1,,1679.901114,-59609.18903
42142,2018,CA,CCO,SBC,HOLIDAY,8657,2018/07/06 00:00:00+00,2018/07/09 00:00:00+00,14,Cause under investigation as of 01/28/2019,110,118.0118,1,1,,10353.10749,-704218.098
42143,2018,CA,CCO,SBC,CRUCES,9204,2018/07/18 00:00:00+00,2018/07/19 00:00:00+00,10,,80,77.553047,1,1,,5134.494045,-463482.1829
42144,2018,CA,CCO,SBC,WINDMILL,9316,2018/07/20 00:00:00+00,2018/07/23 00:00:00+00,2,,100,90.146996,1,1,,5155.645384,-540224.3928
42145,2018,CA,CCO,SBC,HAPPY,6443,2018/05/17 00:00:00+00,2018/05/17 00:00:00+00,11,,60,59.465137,1,1,,2910.197952,-356321.7023
42146,2018,CA,CDF,BEU,FAIRVIEW 2,2638,2018/06/03 00:00:00+00,2018/06/03 00:00:00+00,11,,35,35.768631,2,1,,2097.187327,-226369.7144
42147,2018,CA,CDF,BEU,EASTERN 2,2668,2018/06/04 00:00:00+00,2018/06/12 00:00:00+00,11, ,513,528.17188,1,1,,13282.73348,-3303472.138
42148,2018,CA,CDF,BEU,PANOCHE 2,2675,2018/06/04 00:00:00+00,2018/06/06 00:00:00+00,9,,59,56.716972,1,1,,10190.34729,-1676306.276
42149,2018,CA,CDF,BEU,BEAVER,2837,2018/06/12 00:00:00+00,2018/06/18 00:00:00+00,9, ,215,194.35606,1,1,,7853.897966,-1215760.609
42150,2018,CA,CDF,BEU,HIDDEN,3650,2018/07/25 00:00:00+00,2018/07/25 00:00:00+00,14,,40,38.787315,1,1,,2640.724947,-245176.1148
42151,2018,CA,CDF,BEU,TURKEY,3889,2018/08/06 00:00:00+00,2018/08/07 00:00:00+00,9,,2225,2222.9785,1,1,,18592.60323,-13708617.56
42152,2018,CA,CDF,BEU,GULCH,3992,2018/08/11 00:00:00+00,2018/08/11 00:00:00+00,2,,700,683.04895,1,1,,9651.017531,-4233010.225
42153,2018,CA,CDF,BEU,MANZANITA,4349,2018/09/01 00:00:00+00,2018/09/02 00:00:00+00,11,,56,59.658619,1,1,,5109.033879,-377393.8914
42154,2018,CA,CDF,BEU,METZ,4537,2018/09/13 00:00:00+00,2018/09/15 00:00:00+00,11,,411,411.98712,1,1,,13613.5145,-2576049.049
42155,2018,CA,CDF,BEU,GABILAN,798,2018/02/17 00:00:00+00,2018/02/17 00:00:00+00,5,,16,15.676765,1,1,,1494.247799,-99101.53234
42156,2018,CA,CDF,BEU,GRIFFEN,3044,2018/06/24 00:00:00+00,2018/06/27 00:00:00+00,7,,10,10.367543,1,1,,1159.161523,-64562.53337
42157,2018,CA,CDF,BEU,RANCHITA,2961,2018/06/19 00:00:00+00,2018/06/19 00:00:00+00,10,,12,12.856585,6,1,,1238.301783,-79245.61118
42158,2018,CA,CDF,BEU,PRIEST,5047,2018/10/13 00:00:00+00,2018/10/13 00:00:00+00,2,,167,171.94162,1,1,,5147.884613,-1069945.582
42159,2018,CA,CDF,BEU,PANOCHE,3366,2018/07/11 00:00:00+00,2018/07/15 00:00:00+00,14,,278,213.34608,1,1,,11939.20239,-1343992.35
42160,2018,CA,CDF,BEU,IDRIA,3382,2018/07/12 00:00:00+00,2018/07/15 00:00:00+00,9,,116,110.16552,1,1,,4542.239907,-692316.7824
42161,2018,CA,CDF,BEU,SAN ARDO,3069,2018/06/25 00:00:00+00,2018/06/26 00:00:00+00,9, ,287,287.0119,1,1,,6390.56031,-1777957.863
42163,2018,CA,CCO,VNC,VISTA,96450,2018/11/16 00:00:00+00,2018/11/16 00:00:00+00,2,Equipment 18-0096450,1,1.401421,6,1,,348.0682168,-8343.299025
42164,2018,CA,CCO,VNC,VICTORIA,51090,2018/07/02 00:00:00+00,2018/07/02 00:00:00+00,14,  18-0051090,0,0.66365403,6,1,,1330.977185,-3942.506204
42165,2018,CA,CCO,VNC,ROLLING,57534,2018/07/23 00:00:00+00,2018/07/23 00:00:00+00,14,VCFD Cause undetermin post investig.  18-0057534,0,0.007144618,6,1,,24.9338855,-42.34669076
42166,2018,CA,CCO,VNC,GRIMES,88823,2018/10/31 00:00:00+00,2018/11/01 00:00:00+00,2,Equipment 18-0088823,0.23,0.20207031,1,1,,130.657423,-1202.462854
42167,2018,CA,CCO,VNC,ERBES,9049,2018/01/31 00:00:00+00,2018/01/31 00:00:00+00,14, 18-0009049,0,0.028838262,6,1,,48.44132077,-171.1722713
42168,2018,CA,CCO,VNC,HARBOR,29131,2018/04/14 00:00:00+00,2018/04/14 00:00:00+00,14,VCFD Cause undetermin post investig.  18-0029131,0,0.39263305,6,1,,178.6112652,-2329.344433
42169,2018,CA,CCO,VNC,ROCKY,61236,2018/08/04 00:00:00+00,2018/08/04 00:00:00+00,9,Unintentional 18-0061236,0,0.052688736,1,1,,108.9995187,-312.9846494
42170,2018,CA,CCO,VNC,PEKING,96415,2018/11/16 00:00:00+00,2018/11/16 00:00:00+00,9,Unintentional 18-0096415,0,0.037893031,6,1,,55.39009556,-225.1526123
42171,2018,CA,CCO,VNC,SURF,8244,2018/01/28 00:00:00+00,2018/01/29 00:00:00+00,14,Cause under investigation 18-0008244,2,1.4822501,1,1,,467.148449,-8778.24908
42172,2018,CA,CCO,VNC,DITCH,54634,2018/07/13 00:00:00+00,2018/07/13 00:00:00+00,14,VCFD Cause undetermin post investig.  18-0054634,0,0.12955564,6,1,,103.8504993,-770.04309
42173,2018,CA,CCO,VNC,MARIA,86063,2018/10/22 00:00:00+00,2018/10/22 00:00:00+00,14,Cause under investigation 18-0086063,0,0.38014889,1,1,,214.3684396,-2261.794884
42174,2018,CA,CCO,VNC,MCWANE,38177,2018/01/28 00:00:00+00,2018/01/29 00:00:00+00,14,Cause under investigation 18-0008244,2,0.72086835,1,1,,259.0280732,-4269.366422
42175,2018,CA,CCO,VNC,BEACH,50586,2018/06/30 00:00:00+00,2018/06/30 00:00:00+00,9,Unintentional 18-0050586,0,0.52182704,1,1,,265.0024804,-3101.926729
42176,2018,CA,CCO,VNC,ERRINGER,8902,2018/01/31 00:00:00+00,2018/01/31 00:00:00+00,9,Unintentional 18-0008902,0,0.002820561,6,1,,15.04478712,-16.76038819
42177,2018,CA,CCO,VNC,TORREY,43129,2018/06/04 00:00:00+00,2018/06/04 00:00:00+00,2,Equipment 18-0043129,2,1.5338247,1,1,,425.9604782,-9137.202837
42178,2018,CA,CCO,VNC,HARBOR,8258,2018/01/29 00:00:00+00,2018/01/29 00:00:00+00,14,  18-0008258,0,0.001796366,6,1,,11.88482119,-10.67292516
42179,2018,CA,CCO,VNC,ARROYO,45480,2018/06/12 00:00:00+00,2018/06/12 00:00:00+00,14,Cause under investigation 18-0045480,2,2.0103836,1,1,,608.1354964,-11921.69327
42180,2018,CA,CCO,VNC,COLLINS,77583,2018/09/26 00:00:00+00,2018/09/26 00:00:00+00,9,Unintentional 18-0077583,11,6.3111968,6,1,,1511.150082,-37508.45263
42181,2018,CA,CCO,VNC,CAMPUS,15892,2018/02/25 00:00:00+00,2018/02/25 00:00:00+00,14,VCFD Cause undetermin post investig.  18-0015892,0,0.20795223,6,1,,140.2563549,-1236.149965
42182,2018,CA,CCO,VNC,CANADA,74949,2018/09/18 00:00:00+00,2018/09/18 00:00:00+00,14, 18-0074949,0,0.003499902,6,1,,19.832049,-20.83372475
42183,2018,CA,CCO,VNC,KUEHNER,35430,2018/05/07 00:00:00+00,2018/05/07 00:00:00+00,14,VCFD Cause undetermin post investig.  18-0035430,0,0.34390971,6,1,,385.7995418,-2042.857843
42184,2018,CA,CCO,VNC,ROADRUNNER,90963,2018/11/08 00:00:00+00,2018/11/08 00:00:00+00,14,Cause under investigation 18-0090963,2,0.61352158,6,1,,218.1750037,-3639.112042
42185,2018,CA,CCO,VNC,PERKINS,47412,2018/06/19 00:00:00+00,2018/06/19 00:00:00+00,14,  18-0047412,0,0.30486944,1,1,,237.1634056,-1805.425478
42186,2018,CA,CCO,VNC,CENTER,5891,2018/01/20 00:00:00+00,2018/01/20 00:00:00+00,14,  18-0005891,0,0.63561958,6,1,,225.019149,-3773.552079
42187,2018,CA,CCO,VNC,BROMLEY,67353,2018/08/25 00:00:00+00,2018/08/25 00:00:00+00,9,Unintentional 18-0067353,0,0.076213092,6,1,,84.0478439,-451.896688
42188,2018,CA,CCO,VNC,RIVER,46639,2018/06/16 00:00:00+00,2018/06/16 00:00:00+00,14,Undetermined 18-0046639,1.5,0.88025987,1,1,,337.1813137,-5229.942172
42189,2018,CA,CCO,VNC,SOUTH MOUNTAIN,52451,2018/07/06 00:00:00+00,2018/07/06 00:00:00+00,14,  18-0052451,1,0.015945874,6,1,,35.75462847,-94.88220133
42190,2018,CA,CCO,VNC,MADERA,83903,2018/10/16 00:00:00+00,2018/10/16 00:00:00+00,14,VCFD Cause undetermin post investig.  18-0083903,0,0.064174227,6,1,,89.83568427,-381.4135909
42191,2018,CA,CCO,VNC,PEAK,94538,2018/11/12 00:00:00+00,2018/11/14 00:00:00+00,9,Unintentional 18-0094538,186,182.19556,6,1,,7124.015637,-1082270.969
42192,2018,CA,CCO,VNC,OLSEN,49784,2018/06/27 00:00:00+00,2018/06/28 00:00:00+00,14,VCFD Cause undetermin post investig.  18-0049784,29,27.957067,1,1,,2475.359638,-166018.2803
42193,2018,CA,CCO,VNC,KNOLL,50551,2018/06/30 00:00:00+00,2018/06/30 00:00:00+00,14,Cause under investigation 18-0050551,0,0.12932692,1,1,,103.588511,-767.6713027
42194,2018,CA,CCO,VNC,BRIGGS,95960,2018/11/15 00:00:00+00,2018/11/16 00:00:00+00,14,Undetermined 18-0095960,150,154.46028,6,1,,5060.575711,-918161.1966
